ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,rp
-35,-48,-51,-51,-41,-42,-51,-49,5
-35,-48,-51,-50,-41,-42,-50,-47,5
-35,-48,-52,-51,-40,-43,-50,-48,5
-35,-48,-52,-51,-40,-43,-50,-48,5
-35,-49,-52,-51,-41,-43,-50,-46,5
-35,-48,-52,-51,-42,-44,-51,-47,5
-36,-49,-52,-51,-41,-44,-51,-48,5
-36,-48,-50,-52,-40,-46,-50,-49,5
-35,-49,-51,-52,-41,-43,-50,-48,5
-34,-47,-49,-51,-39,-42,-49,-47,5
-35,-48,-51,-51,-41,-43,-50,-48,5
-36,-49,-51,-52,-41,-44,-51,-49,5
-36,-48,-50,-52,-41,-43,-51,-49,5
-36,-48,-52,-52,-41,-43,-50,-48,5
-36,-48,-50,-51,-42,-43,-51,-49,5
-35,-48,-51,-51,-41,-44,-51,-48,5
-37,-48,-51,-52,-41,-43,-50,-48,5
-35,-50,-50,-52,-39,-42,-51,-49,5
-36,-49,-51,-50,-41,-43,-51,-49,5
-36,-48,-51,-51,-41,-43,-50,-47,5
-36,-49,-51,-51,-42,-45,-50,-48,5
-35,-48,-49,-52,-42,-43,-50,-48,5
-37,-49,-50,-52,-41,-44,-51,-48,5
-35,-49,-51,-51,-41,-44,-50,-48,5
-35,-48,-50,-52,-41,-44,-50,-48,5
-37,-49,-50,-51,-41,-43,-51,-49,5
-36,-50,-50,-50,-42,-44,-50,-48,5
-36,-49,-51,-51,-41,-44,-50,-48,5
-36,-48,-50,-51,-41,-43,-51,-49,5
-37,-49,-50,-51,-42,-45,-50,-48,5
-35,-48,-51,-51,-42,-44,-50,-48,5
-37,-49,-50,-51,-42,-43,-50,-48,5
-37,-48,-50,-52,-40,-44,-52,-49,5
-35,-49,-52,-52,-41,-43,-52,-47,5
-37,-49,-51,-50,-41,-44,-50,-48,5
-36,-49,-50,-51,-40,-43,-50,-48,5
-35,-50,-51,-51,-39,-42,-50,-50,5
-36,-48,-50,-50,-42,-43,-50,-48,5
-37,-48,-51,-51,-42,-43,-50,-49,5
-36,-48,-49,-50,-41,-43,-49,-47,5
-34,-47,-49,-51,-41,-42,-49,-48,5
-34,-46,-49,-51,-40,-43,-49,-47,5
-35,-47,-49,-50,-41,-42,-49,-48,5
-35,-47,-50,-51,-40,-43,-50,-48,5
-43,-39,-45,-47,-46,-42,-56,-48,6
-44,-38,-46,-47,-47,-41,-54,-48,6
-43,-38,-45,-47,-48,-41,-54,-49,6
-43,-38,-44,-46,-47,-42,-53,-47,6
-45,-41,-47,-49,-47,-43,-56,-49,6
-43,-41,-46,-48,-46,-41,-55,-50,6
-44,-38,-47,-47,-47,-43,-56,-51,6
-42,-38,-44,-46,-46,-42,-54,-47,6
-45,-37,-48,-47,-48,-45,-56,-49,6
-44,-40,-48,-49,-50,-44,-56,-49,6
-45,-41,-48,-49,-50,-44,-56,-48,6
-44,-40,-48,-49,-48,-43,-55,-49,6
-46,-40,-48,-48,-49,-42,-56,-49,6
-44,-39,-47,-47,-48,-43,-56,-49,6
-44,-40,-47,-48,-49,-42,-56,-48,6
-45,-40,-47,-49,-48,-43,-56,-48,6
-44,-40,-47,-48,-49,-44,-55,-49,6
-45,-40,-47,-49,-47,-43,-55,-48,6
-45,-40,-47,-50,-48,-44,-56,-48,6
-44,-40,-48,-48,-48,-43,-56,-50,6
-44,-40,-48,-49,-48,-43,-58,-51,6
-43,-40,-48,-48,-47,-41,-56,-51,6
-44,-40,-47,-49,-48,-43,-55,-49,6
-45,-39,-48,-49,-48,-44,-56,-50,6
-43,-40,-45,-48,-48,-42,-56,-48,6
-44,-40,-47,-48,-49,-44,-56,-49,6
-45,-40,-47,-48,-49,-43,-56,-50,6
-46,-41,-48,-48,-49,-43,-56,-50,6
-45,-40,-48,-48,-49,-43,-56,-49,6
-44,-41,-47,-48,-48,-43,-56,-50,6
-45,-40,-48,-48,-49,-43,-55,-49,6
-44,-40,-47,-47,-49,-43,-55,-48,6
-44,-39,-46,-49,-48,-43,-57,-48,6
-46,-40,-47,-48,-50,-42,-55,-48,6
-45,-40,-47,-48,-48,-43,-56,-48,6
-44,-40,-48,-48,-48,-43,-56,-49,6
-44,-40,-46,-49,-49,-43,-56,-49,6
-43,-38,-44,-45,-46,-41,-55,-50,6
-42,-37,-44,-48,-46,-41,-55,-48,6
-45,-39,-45,-48,-48,-42,-57,-50,6
-44,-41,-46,-48,-48,-44,-56,-51,6
-44,-41,-47,-49,-48,-43,-56,-52,6
-44,-40,-46,-48,-48,-42,-57,-51,6
-45,-39,-47,-48,-50,-43,-57,-49,6
-44,-40,-47,-48,-47,-43,-56,-49,6
-45,-40,-46,-48,-49,-42,-57,-47,6
-43,-39,-46,-47,-48,-40,-55,-50,6
-45,-40,-46,-48,-48,-43,-57,-51,6
-44,-40,-46,-48,-48,-44,-55,-51,6
-40,-42,-48,-48,-48,-42,-56,-49,6
-44,-40,-47,-49,-49,-43,-57,-52,6
-44,-40,-48,-48,-49,-44,-57,-51,6
-45,-41,-47,-49,-48,-42,-57,-51,6
-45,-39,-47,-48,-49,-43,-55,-51,6
-44,-40,-47,-49,-48,-42,-56,-51,6
-44,-40,-46,-47,-48,-43,-57,-48,6
-45,-40,-46,-49,-49,-43,-56,-52,6
-44,-40,-47,-49,-48,-42,-56,-52,6
-46,-41,-48,-48,-48,-43,-56,-51,6
-44,-41,-47,-49,-48,-43,-56,-51,6
-45,-38,-46,-48,-48,-43,-57,-50,6
-45,-41,-47,-49,-49,-44,-56,-50,6
-43,-38,-47,-48,-48,-44,-57,-50,6
-45,-40,-47,-49,-49,-43,-57,-50,6
-47,-39,-47,-48,-48,-40,-57,-51,6
-45,-40,-47,-48,-49,-43,-56,-51,6
-44,-41,-47,-48,-49,-43,-57,-50,6
-46,-41,-45,-47,-47,-43,-57,-52,6
-44,-40,-46,-47,-48,-42,-57,-49,6
-45,-39,-47,-47,-47,-43,-57,-49,6
-45,-39,-48,-47,-49,-44,-56,-48,6
-44,-40,-47,-49,-49,-42,-56,-50,6
-45,-39,-46,-49,-48,-42,-58,-50,6
-46,-40,-46,-50,-49,-43,-56,-51,6
-44,-39,-46,-49,-48,-43,-56,-51,6
-44,-41,-46,-49,-49,-43,-57,-51,6
-44,-40,-46,-48,-48,-42,-57,-51,6
-44,-40,-47,-49,-48,-43,-55,-52,6
-45,-40,-47,-48,-48,-43,-57,-51,6
-44,-40,-47,-48,-48,-43,-56,-51,6
-44,-40,-46,-50,-48,-43,-56,-51,6
-44,-40,-46,-47,-48,-44,-56,-52,6
-45,-39,-48,-48,-48,-43,-57,-51,6
-45,-40,-47,-47,-48,-43,-57,-50,6
-45,-40,-47,-48,-48,-42,-56,-49,6
-45,-40,-47,-48,-47,-43,-55,-48,6
-44,-40,-47,-48,-48,-42,-56,-48,6
-44,-40,-47,-48,-49,-43,-56,-49,6
-44,-38,-47,-49,-49,-44,-57,-48,6
-45,-40,-47,-49,-48,-43,-57,-48,6
-45,-39,-47,-48,-48,-43,-55,-48,6
-46,-40,-47,-48,-49,-44,-57,-48,6
-45,-40,-47,-50,-49,-44,-56,-48,6
-45,-39,-47,-48,-48,-43,-56,-48,6
-45,-41,-48,-49,-48,-43,-57,-47,6
-45,-40,-48,-48,-48,-43,-56,-48,6
-45,-40,-47,-49,-49,-44,-57,-49,6
-44,-39,-46,-49,-49,-42,-57,-48,6
-44,-40,-47,-47,-49,-43,-55,-48,6
-44,-40,-47,-49,-50,-43,-56,-49,6
-44,-40,-46,-49,-48,-44,-56,-49,6
-44,-40,-46,-50,-49,-43,-55,-48,6
-44,-39,-48,-49,-48,-44,-56,-48,6
-45,-40,-48,-49,-50,-44,-56,-48,6
-42,-40,-48,-50,-49,-44,-56,-49,6
-44,-40,-47,-48,-48,-44,-56,-49,6
-45,-40,-47,-49,-48,-44,-55,-49,6
-43,-40,-46,-48,-49,-44,-56,-47,6
-44,-41,-48,-48,-48,-42,-56,-48,6
-44,-38,-46,-49,-48,-43,-57,-48,6
-44,-40,-47,-49,-48,-44,-57,-48,6
-46,-40,-47,-49,-48,-43,-56,-48,6
-44,-40,-46,-49,-49,-43,-55,-49,6
-45,-39,-46,-49,-48,-43,-55,-47,6
-44,-40,-46,-49,-49,-43,-57,-49,6
-44,-39,-46,-49,-49,-43,-56,-47,6
-44,-39,-47,-48,-48,-43,-57,-49,6
-44,-39,-46,-47,-49,-43,-57,-50,6
-44,-41,-45,-50,-49,-42,-58,-49,6
-45,-39,-46,-48,-49,-42,-57,-48,6
-46,-41,-43,-49,-48,-42,-57,-48,6
-44,-40,-46,-50,-49,-42,-56,-49,6
-45,-39,-48,-48,-48,-43,-57,-49,6
-45,-40,-46,-49,-49,-43,-56,-49,6
-42,-41,-44,-49,-48,-41,-57,-48,6
-44,-40,-46,-47,-50,-43,-56,-50,6
-45,-40,-46,-48,-49,-43,-56,-48,6
-45,-41,-46,-48,-49,-43,-57,-49,6
-44,-40,-47,-49,-48,-43,-57,-48,6
-45,-40,-46,-48,-48,-43,-57,-48,6
-44,-40,-46,-47,-49,-43,-57,-49,6
-40,-41,-46,-45,-49,-43,-56,-49,6
-44,-40,-47,-48,-49,-42,-57,-48,6
-44,-40,-46,-48,-49,-43,-56,-49,6
-44,-39,-46,-48,-48,-42,-57,-47,6
-44,-40,-46,-49,-49,-42,-56,-49,6
-45,-41,-47,-48,-48,-43,-56,-49,6
-43,-39,-46,-49,-48,-43,-57,-48,6
-45,-41,-49,-48,-49,-42,-56,-49,6
-44,-39,-47,-47,-49,-43,-56,-49,6
-45,-40,-46,-49,-49,-44,-56,-49,6
-44,-40,-46,-48,-48,-43,-56,-48,6
-44,-39,-46,-48,-48,-43,-56,-50,6
-45,-41,-46,-49,-48,-43,-56,-49,6
-44,-40,-47,-48,-48,-42,-57,-50,6
-45,-39,-47,-48,-48,-43,-57,-49,6
-44,-40,-46,-49,-48,-43,-57,-49,6
-44,-40,-46,-48,-48,-42,-56,-49,6
-45,-39,-46,-48,-49,-44,-57,-50,6
-45,-40,-46,-49,-49,-43,-56,-49,6
-44,-41,-46,-48,-48,-42,-55,-50,6
-45,-40,-46,-48,-48,-44,-56,-48,6
-44,-39,-47,-49,-50,-43,-56,-48,6
-45,-40,-46,-49,-49,-43,-56,-48,6
-45,-40,-46,-49,-48,-43,-56,-49,6
-43,-40,-45,-48,-50,-44,-56,-48,6
-44,-40,-48,-49,-49,-43,-57,-47,6
-44,-40,-48,-48,-49,-43,-57,-48,6
-44,-40,-47,-49,-49,-44,-56,-48,6
-44,-40,-47,-49,-49,-43,-56,-49,6
-44,-39,-46,-49,-48,-43,-56,-49,6
-45,-39,-47,-48,-50,-42,-56,-49,6
-44,-41,-46,-49,-48,-42,-57,-49,6
-45,-41,-45,-48,-49,-42,-56,-49,6
-45,-41,-47,-47,-49,-43,-56,-48,6
-45,-40,-46,-47,-48,-42,-57,-48,6
-45,-41,-46,-48,-48,-43,-56,-48,6
-45,-40,-47,-48,-49,-41,-56,-49,6
-44,-40,-47,-47,-49,-43,-56,-49,6
-45,-40,-46,-49,-48,-43,-56,-48,6
-44,-39,-46,-47,-49,-43,-56,-49,6
-45,-39,-47,-48,-49,-43,-56,-49,6
-45,-40,-47,-47,-49,-43,-55,-47,6
-44,-41,-47,-49,-48,-43,-56,-50,6
-44,-38,-47,-48,-49,-43,-56,-48,6
-44,-40,-47,-48,-48,-42,-55,-48,6
-44,-40,-47,-48,-48,-43,-56,-48,6
-44,-40,-48,-49,-49,-44,-56,-47,6
-44,-39,-48,-47,-49,-43,-57,-49,6
-44,-41,-47,-50,-48,-40,-57,-48,6
-43,-40,-47,-49,-49,-42,-55,-48,6
-45,-40,-47,-48,-49,-43,-56,-47,6
-43,-40,-47,-48,-48,-42,-56,-47,6
-44,-40,-47,-48,-49,-43,-57,-47,6
-43,-40,-48,-49,-47,-42,-56,-47,6
-44,-39,-47,-50,-48,-44,-56,-49,6
-44,-40,-47,-49,-48,-42,-56,-49,6
-45,-40,-47,-49,-48,-43,-57,-47,6
-44,-41,-47,-48,-48,-43,-56,-47,6
-45,-40,-47,-49,-48,-44,-56,-48,6
-45,-40,-47,-48,-49,-42,-56,-48,6
-44,-40,-47,-48,-48,-43,-57,-49,6
-44,-41,-47,-48,-49,-42,-57,-48,6
-43,-40,-48,-48,-50,-43,-56,-47,6
-45,-40,-47,-50,-48,-43,-56,-47,6
-44,-40,-45,-48,-48,-43,-57,-47,6
-45,-40,-48,-48,-48,-43,-57,-49,6
-41,-36,-42,-45,-42,-41,-54,-46,6
-45,-40,-47,-49,-48,-43,-56,-48,6
-45,-40,-46,-48,-48,-43,-56,-47,6
-44,-38,-45,-46,-47,-41,-55,-46,6
-44,-40,-47,-49,-48,-42,-56,-48,6
-44,-41,-47,-48,-48,-43,-56,-48,6
-44,-40,-47,-49,-48,-43,-57,-49,6
-44,-40,-46,-47,-49,-44,-56,-47,6
-44,-41,-47,-49,-48,-43,-56,-49,6
-45,-39,-47,-48,-49,-44,-57,-48,6
-45,-39,-47,-48,-48,-42,-57,-48,6
-45,-39,-47,-49,-47,-42,-57,-49,6
-44,-40,-46,-49,-49,-43,-57,-48,6
-44,-40,-46,-48,-48,-43,-57,-47,6
-42,-41,-46,-49,-48,-42,-58,-48,6
-44,-41,-47,-48,-48,-43,-56,-47,6
-44,-40,-47,-48,-48,-44,-56,-48,6
-46,-40,-46,-50,-48,-43,-56,-48,6
-44,-39,-47,-48,-48,-43,-56,-47,6
-42,-38,-46,-45,-48,-43,-56,-47,6
-45,-39,-46,-47,-49,-43,-56,-47,6
-45,-39,-46,-48,-48,-42,-56,-48,6
-43,-39,-46,-48,-48,-43,-56,-47,6
-48,-40,-48,-50,-52,-40,-55,-44,7
-48,-41,-48,-51,-52,-41,-55,-46,7
-47,-40,-49,-51,-53,-41,-55,-47,7
-47,-40,-49,-51,-52,-39,-56,-46,7
-47,-40,-49,-51,-53,-41,-54,-46,7
-48,-40,-48,-52,-53,-42,-55,-45,7
-48,-41,-49,-52,-52,-40,-53,-43,7
-48,-41,-48,-50,-52,-41,-54,-47,7
-47,-41,-49,-49,-53,-40,-54,-43,7
-48,-40,-49,-49,-53,-39,-55,-47,7
-44,-41,-49,-52,-53,-41,-54,-48,7
-48,-41,-49,-49,-54,-40,-53,-46,7
-47,-41,-48,-49,-52,-40,-53,-46,7
-47,-40,-49,-50,-53,-41,-52,-45,7
-49,-41,-49,-49,-53,-40,-53,-49,7
-47,-41,-48,-50,-53,-41,-53,-46,7
-49,-41,-47,-49,-53,-41,-54,-46,7
-47,-41,-49,-49,-54,-42,-54,-45,7
-48,-40,-48,-50,-54,-41,-54,-47,7
-49,-40,-48,-50,-52,-42,-55,-46,7
-47,-41,-48,-50,-53,-40,-53,-46,7
-47,-41,-50,-51,-52,-41,-54,-46,7
-48,-41,-48,-52,-52,-41,-53,-47,7
-47,-41,-48,-51,-53,-40,-53,-45,7
-48,-40,-50,-50,-53,-40,-53,-46,7
-48,-41,-48,-52,-53,-40,-54,-47,7
-48,-41,-49,-48,-53,-40,-54,-47,7
-47,-41,-50,-50,-53,-41,-55,-47,7
-48,-40,-49,-50,-53,-40,-54,-45,7
-48,-40,-48,-51,-53,-40,-54,-44,7
-49,-41,-47,-51,-52,-42,-54,-46,7
-47,-42,-50,-50,-53,-41,-55,-45,7
-48,-41,-48,-50,-53,-41,-53,-45,7
-49,-39,-47,-50,-54,-38,-53,-46,7
-48,-40,-49,-51,-52,-40,-54,-47,7
-48,-41,-48,-50,-52,-41,-54,-45,7
-48,-41,-49,-49,-53,-39,-53,-44,7
-47,-41,-49,-50,-54,-41,-54,-44,7
-47,-41,-48,-49,-53,-41,-53,-48,7
-47,-41,-49,-50,-53,-40,-53,-45,7
-49,-41,-48,-49,-54,-40,-54,-46,7
-48,-41,-48,-50,-54,-41,-53,-45,7
-47,-41,-48,-51,-53,-41,-52,-45,7
-48,-40,-50,-50,-53,-41,-53,-45,7
-48,-41,-47,-50,-53,-40,-54,-44,7
-48,-40,-48,-51,-53,-40,-52,-44,7
-48,-39,-48,-50,-54,-40,-54,-46,7
-47,-40,-48,-50,-52,-40,-54,-43,7
-47,-40,-48,-49,-52,-39,-54,-44,7
-45,-41,-47,-50,-53,-39,-53,-43,7
-46,-40,-47,-48,-53,-40,-53,-45,7
-48,-40,-46,-50,-51,-39,-52,-44,7
-47,-39,-47,-50,-51,-40,-51,-46,7
-47,-40,-46,-50,-52,-40,-52,-44,7
-48,-40,-46,-50,-52,-40,-52,-45,7
-47,-40,-47,-50,-52,-40,-52,-45,7
-47,-41,-47,-49,-52,-40,-53,-45,7
-47,-40,-46,-50,-51,-40,-51,-45,7
-47,-39,-48,-51,-52,-41,-54,-45,7
-47,-40,-47,-50,-51,-40,-52,-45,7
-47,-39,-45,-50,-51,-40,-52,-45,7
-47,-39,-47,-50,-51,-40,-52,-44,7
-47,-40,-47,-50,-51,-41,-53,-46,7
-46,-41,-48,-50,-52,-39,-53,-44,7
-48,-40,-47,-50,-52,-40,-54,-45,7
-47,-40,-47,-50,-51,-40,-53,-45,7
-48,-41,-46,-50,-52,-40,-52,-42,7
-46,-40,-45,-50,-51,-41,-52,-45,7
-48,-40,-46,-49,-52,-39,-51,-45,7
-47,-40,-47,-50,-52,-40,-54,-44,7
-48,-41,-46,-50,-52,-39,-53,-45,7
-48,-40,-47,-51,-51,-41,-54,-45,7
-48,-41,-49,-51,-52,-40,-53,-45,7
-48,-41,-47,-51,-51,-41,-54,-45,7
-49,-41,-47,-51,-52,-40,-52,-46,7
-47,-41,-48,-50,-52,-40,-53,-45,7
-48,-39,-48,-52,-52,-41,-51,-46,7
-49,-40,-47,-51,-52,-40,-54,-46,7
-48,-39,-47,-51,-53,-40,-53,-47,7
-47,-41,-47,-50,-52,-40,-53,-46,7
-47,-41,-47,-51,-53,-38,-54,-46,7
-48,-40,-47,-51,-53,-40,-53,-47,7
-47,-40,-48,-51,-53,-40,-51,-47,7
-48,-40,-49,-51,-53,-42,-53,-45,7
-47,-40,-48,-51,-52,-41,-53,-46,7
-49,-40,-47,-50,-52,-41,-53,-46,7
-47,-40,-47,-51,-52,-41,-53,-46,7
-48,-40,-48,-51,-51,-40,-54,-45,7
-48,-41,-47,-50,-53,-40,-53,-46,7
-47,-41,-48,-52,-53,-41,-52,-46,7
-47,-40,-46,-50,-52,-42,-52,-45,7
-48,-41,-46,-51,-52,-41,-53,-46,7
-48,-40,-46,-50,-52,-41,-53,-43,7
-47,-40,-49,-51,-53,-41,-55,-45,7
-47,-42,-48,-48,-53,-40,-52,-44,7
-48,-42,-48,-51,-53,-41,-53,-46,7
-48,-41,-49,-50,-52,-40,-54,-44,7
-47,-40,-48,-50,-52,-40,-53,-43,7
-49,-41,-46,-52,-53,-40,-54,-44,7
-48,-41,-49,-50,-53,-40,-54,-45,7
-49,-42,-45,-50,-54,-41,-54,-47,7
-47,-41,-46,-51,-53,-41,-52,-44,7
-49,-41,-47,-51,-53,-41,-55,-45,7
-46,-41,-47,-51,-53,-39,-53,-45,7
-48,-40,-49,-49,-52,-40,-54,-43,7
-47,-41,-47,-50,-52,-40,-54,-45,7
-48,-40,-47,-48,-52,-40,-54,-46,7
-47,-40,-48,-49,-52,-41,-55,-43,7
-48,-40,-47,-49,-53,-39,-52,-45,7
-47,-41,-48,-48,-53,-40,-53,-46,7
-47,-40,-49,-51,-52,-40,-54,-47,7
-47,-40,-49,-49,-53,-40,-53,-46,7
-46,-40,-47,-51,-52,-40,-52,-44,7
-47,-40,-49,-51,-52,-41,-53,-44,7
-47,-40,-48,-51,-51,-42,-53,-44,7
-48,-40,-49,-50,-53,-39,-53,-46,7
-46,-41,-47,-50,-51,-41,-53,-44,7
-47,-40,-48,-50,-51,-40,-54,-45,7
-47,-41,-48,-50,-51,-41,-53,-45,7
-48,-41,-48,-50,-52,-40,-54,-45,7
-47,-40,-48,-49,-51,-40,-53,-45,7
-48,-39,-46,-50,-51,-41,-52,-46,7
-49,-42,-49,-53,-53,-42,-55,-46,7
-46,-39,-48,-48,-51,-39,-53,-42,7
-47,-39,-48,-48,-52,-39,-52,-46,7
-46,-39,-47,-50,-51,-39,-51,-43,7
-47,-39,-48,-49,-53,-39,-51,-45,7
-47,-39,-47,-49,-51,-40,-53,-42,7
-46,-40,-47,-49,-51,-39,-52,-44,7
-46,-39,-46,-50,-51,-40,-53,-46,7
-46,-38,-46,-49,-52,-39,-52,-42,7
-48,-40,-46,-50,-51,-40,-52,-44,7
-47,-40,-46,-49,-51,-39,-53,-44,7
-46,-39,-47,-50,-51,-39,-52,-46,7
-47,-39,-46,-48,-50,-39,-52,-44,7
-49,-41,-49,-51,-53,-43,-54,-47,7
-50,-42,-48,-52,-54,-41,-54,-46,7
-49,-42,-49,-51,-53,-42,-54,-44,7
-48,-38,-50,-52,-54,-42,-54,-46,7
-49,-42,-47,-52,-54,-42,-55,-46,7
-49,-41,-48,-51,-52,-41,-55,-46,7
-46,-41,-48,-51,-53,-41,-55,-47,7
-49,-41,-49,-52,-53,-42,-54,-47,7
-48,-43,-48,-52,-53,-41,-54,-48,7
-48,-38,-50,-52,-54,-41,-55,-45,7
-49,-43,-49,-53,-53,-41,-55,-47,7
-46,-40,-47,-50,-51,-38,-52,-45,7
-49,-42,-49,-51,-54,-40,-54,-48,7
-47,-40,-45,-49,-51,-40,-53,-44,7
-49,-41,-49,-49,-54,-41,-54,-45,7
-48,-41,-48,-51,-53,-42,-53,-46,7
-48,-40,-48,-51,-53,-41,-54,-47,7
-48,-41,-47,-50,-52,-42,-52,-45,7
-49,-42,-46,-50,-53,-41,-54,-44,7
-48,-43,-48,-50,-53,-42,-53,-43,7
-49,-41,-48,-50,-53,-42,-54,-43,7
-48,-41,-47,-50,-53,-41,-53,-45,7
-48,-40,-47,-51,-53,-40,-54,-47,7
-48,-41,-47,-50,-53,-42,-54,-43,7
-48,-41,-47,-51,-53,-41,-54,-44,7
-48,-41,-48,-51,-53,-41,-54,-44,7
-48,-41,-47,-51,-53,-42,-53,-45,7
-49,-41,-47,-52,-53,-41,-53,-45,7
-48,-40,-48,-51,-53,-41,-54,-47,7
-48,-40,-47,-50,-54,-41,-54,-46,7
-48,-41,-47,-50,-53,-41,-54,-46,7
-49,-42,-47,-51,-52,-42,-53,-48,7
-48,-40,-49,-51,-54,-42,-52,-44,7
-46,-40,-48,-50,-51,-38,-53,-44,7
-48,-42,-48,-50,-54,-41,-55,-46,7
-49,-41,-49,-50,-52,-40,-55,-46,7
-49,-41,-48,-49,-52,-41,-55,-45,7
-45,-38,-47,-48,-50,-39,-51,-42,7
-48,-42,-49,-50,-54,-42,-54,-47,7
-49,-41,-48,-50,-52,-41,-54,-45,7
-47,-41,-51,-49,-54,-41,-55,-45,7
-47,-41,-49,-50,-55,-38,-55,-46,7
-48,-42,-50,-50,-54,-41,-54,-46,7
-47,-41,-50,-51,-53,-41,-54,-47,7
-49,-42,-50,-49,-52,-41,-55,-46,7
-48,-40,-50,-49,-53,-41,-55,-45,7
-48,-42,-50,-51,-54,-40,-55,-46,7
-47,-42,-49,-49,-53,-40,-55,-47,7
-49,-41,-51,-49,-53,-42,-55,-46,7
-46,-40,-51,-50,-54,-40,-55,-46,7
-48,-42,-49,-50,-54,-41,-56,-45,7
-48,-41,-50,-50,-55,-41,-56,-46,7
-48,-41,-50,-49,-53,-42,-55,-45,7
-48,-40,-49,-50,-54,-41,-54,-45,7
-48,-41,-51,-50,-54,-41,-55,-45,7
-49,-41,-51,-50,-54,-40,-55,-47,7
-48,-42,-49,-50,-54,-42,-54,-46,7
-48,-41,-49,-50,-54,-41,-55,-45,7
-48,-42,-51,-50,-54,-42,-56,-46,7
-47,-41,-51,-49,-54,-42,-54,-45,7
-48,-41,-50,-50,-54,-41,-55,-47,7
-47,-41,-49,-49,-53,-40,-55,-46,7
-48,-41,-51,-49,-54,-41,-55,-46,7
-48,-41,-50,-49,-53,-41,-55,-46,7
-47,-42,-49,-49,-54,-40,-55,-46,7
-49,-41,-50,-50,-54,-41,-54,-47,7
-48,-41,-48,-51,-54,-42,-55,-44,7
-49,-41,-49,-51,-53,-41,-54,-45,7
-49,-41,-49,-52,-54,-41,-55,-45,7
-48,-41,-49,-51,-54,-40,-53,-45,7
-49,-41,-48,-51,-53,-42,-56,-43,7
-49,-40,-51,-50,-54,-41,-54,-46,7
-48,-41,-50,-51,-53,-41,-55,-47,7
-46,-43,-48,-51,-53,-41,-54,-46,7
-48,-41,-48,-51,-54,-41,-55,-44,7
-47,-41,-47,-51,-52,-41,-54,-46,7
-45,-41,-49,-50,-53,-36,-56,-45,7
-48,-41,-48,-49,-52,-40,-56,-47,7
-49,-41,-49,-52,-53,-41,-55,-44,7
-48,-40,-49,-52,-52,-41,-55,-44,7
-49,-41,-49,-50,-53,-40,-55,-45,7
-47,-41,-48,-51,-52,-41,-56,-47,7
-48,-38,-48,-50,-53,-39,-55,-46,7
-48,-41,-48,-51,-53,-40,-55,-46,7
-48,-41,-49,-50,-52,-41,-56,-45,7
-53,-45,-62,-50,-66,-40,-67,-46,8
-53,-45,-62,-51,-70,-41,-66,-47,8
-54,-44,-62,-50,-69,-41,-65,-46,8
-54,-44,-62,-51,-70,-42,-65,-48,8
-54,-44,-62,-51,-71,-42,-66,-47,8
-55,-44,-62,-51,-71,-41,-66,-47,8
-51,-41,-58,-47,-67,-38,-62,-44,8
-54,-45,-63,-51,-71,-42,-66,-47,8
-52,-44,-60,-48,-70,-40,-64,-47,8
-55,-45,-62,-51,-73,-42,-66,-49,8
-54,-44,-63,-52,-70,-42,-65,-49,8
-52,-43,-62,-49,-71,-39,-66,-46,8
-52,-44,-60,-48,-65,-41,-65,-46,8
-51,-44,-59,-50,-66,-40,-64,-46,8
-54,-44,-62,-52,-69,-41,-65,-48,8
-53,-43,-61,-50,-69,-40,-66,-47,8
-51,-44,-61,-49,-69,-41,-65,-46,8
-52,-43,-60,-51,-70,-39,-65,-47,8
-52,-44,-61,-50,-70,-41,-67,-46,8
-51,-44,-60,-50,-67,-41,-66,-48,8
-53,-44,-61,-50,-67,-40,-66,-47,8
-53,-43,-61,-50,-68,-41,-66,-46,8
-52,-44,-60,-50,-68,-41,-66,-46,8
-53,-43,-60,-50,-68,-40,-66,-47,8
-55,-46,-63,-52,-69,-41,-69,-49,8
-51,-43,-60,-50,-68,-40,-66,-46,8
-52,-43,-58,-51,-71,-40,-67,-46,8
-51,-43,-60,-49,-70,-40,-67,-47,8
-51,-43,-60,-49,-69,-40,-67,-47,8
-53,-45,-61,-47,-72,-41,-67,-47,8
-51,-44,-59,-48,-71,-40,-69,-46,8
-52,-43,-60,-51,-68,-41,-68,-46,8
-53,-43,-60,-51,-69,-40,-68,-48,8
-51,-44,-58,-49,-68,-40,-67,-46,8
-52,-43,-58,-50,-69,-41,-67,-46,8
-51,-43,-60,-50,-70,-40,-67,-45,8
-54,-43,-60,-50,-70,-39,-67,-47,8
-49,-42,-59,-50,-69,-40,-67,-46,8
-52,-44,-59,-49,-70,-41,-67,-48,8
-51,-43,-60,-50,-68,-38,-67,-48,8
-52,-44,-59,-50,-68,-40,-67,-46,8
-52,-42,-60,-50,-68,-40,-67,-47,8
-51,-42,-59,-49,-69,-40,-67,-46,8
-52,-42,-61,-48,-67,-39,-69,-47,8
-52,-42,-61,-49,-69,-40,-67,-47,8
-50,-43,-60,-48,-68,-41,-67,-46,8
-52,-42,-60,-47,-68,-37,-67,-46,8
-52,-43,-60,-48,-69,-41,-67,-44,8
-53,-45,-64,-51,-68,-42,-70,-47,8
-53,-43,-60,-49,-68,-39,-66,-45,8
-51,-42,-60,-48,-68,-40,-66,-46,8
-53,-43,-59,-49,-68,-40,-67,-45,8
-51,-43,-60,-49,-68,-38,-66,-45,8
